报考  本科  杭州电子科技大学 :  ,组合一：历史+地理+技术,100%
报考  本科  杭州电子科技大学 :  ,组合二：政治+历史+地理,61.1%
报考  本科  杭州电子科技大学 :  ,组合三：政治+历史+技术,94.4%
报考  本科  杭州电子科技大学 :  ,组合四：政治+地理+技术,100%
